"id_vendas","id_veiculos","id_concessionarias","id_vendedores","id_clientes","valor_pago","data_venda","data_inclusao","data_atualizacao"
261914,5,4,43,260627,"316731.03","2025-12-27 16:05:01.225941+00","2025-12-27 16:05:01.225941+00","2025-12-27 16:05:01.225941+00"
261988,5,23,31,260700,"305156.52","2025-12-27 22:10:01.119929+00","2025-12-27 22:10:01.119929+00","2025-12-27 22:10:01.119929+00"
262277,5,19,40,260989,"309377.99","2025-12-28 22:15:01.561698+00","2025-12-28 22:15:01.561698+00","2025-12-28 22:15:01.561698+00"
261478,1,20,50,260191,"239689.62","2025-12-26 03:45:01.411844+00","2025-12-26 03:45:01.411844+00","2025-12-26 03:45:01.411844+00"
261552,1,13,14,260265,"243123.21","2025-12-26 09:55:01.542263+00","2025-12-26 09:55:01.542263+00","2025-12-26 09:55:01.542263+00"
261626,3,21,41,260339,"486858.51","2025-12-26 16:05:01.220924+00","2025-12-26 16:05:01.220924+00","2025-12-26 16:05:01.220924+00"
261700,4,12,48,260413,"268084.59","2025-12-26 22:15:01.443671+00","2025-12-26 22:15:01.443671+00","2025-12-26 22:15:01.443671+00"
261767,3,15,38,260480,"482604.99","2025-12-27 03:50:01.501365+00","2025-12-27 03:50:01.501365+00","2025-12-27 03:50:01.501365+00"
262056,5,25,1,260768,"309245.79","2025-12-28 03:50:01.506221+00","2025-12-28 03:50:01.506221+00","2025-12-28 03:50:01.506221+00"
262130,3,27,52,260842,"483226.83","2025-12-28 10:00:01.83408+00","2025-12-28 10:00:01.83408+00","2025-12-28 10:00:01.83408+00"
262204,2,13,14,260916,"335240.64","2025-12-28 16:10:01.178924+00","2025-12-28 16:10:01.178924+00","2025-12-28 16:10:01.178924+00"
262344,8,10,44,261056,"293976.31","2025-12-29 03:50:01.827085+00","2025-12-29 03:50:01.827085+00","2025-12-29 03:50:01.827085+00"
262418,2,8,53,261130,"342103.02","2025-12-29 10:00:02.078176+00","2025-12-29 10:00:02.078176+00","2025-12-29 10:00:02.078176+00"
262492,5,21,41,261203,"315089.52","2025-12-29 16:05:02.08701+00","2025-12-29 16:05:02.08701+00","2025-12-29 16:05:02.08701+00"
262566,1,11,36,261277,"241007.36","2025-12-29 22:15:02.037983+00","2025-12-29 22:15:02.037983+00","2025-12-29 22:15:02.037983+00"
262633,3,25,3,261344,"489446.62","2025-12-30 03:50:01.527287+00","2025-12-30 03:50:01.527287+00","2025-12-30 03:50:01.527287+00"
262707,8,13,14,261418,"291685.96","2025-12-30 10:00:01.846096+00","2025-12-30 10:00:01.846096+00","2025-12-30 10:00:01.846096+00"
261841,4,27,52,260554,"277046.43","2025-12-27 10:00:01.835539+00","2025-12-27 10:00:01.835539+00","2025-12-27 10:00:01.835539+00"
261915,7,15,38,260628,"393865.70","2025-12-27 16:10:01.360874+00","2025-12-27 16:10:01.360874+00","2025-12-27 16:10:01.360874+00"
261989,4,28,7,260701,"275867.86","2025-12-27 22:15:01.233057+00","2025-12-27 22:15:01.233057+00","2025-12-27 22:15:01.233057+00"
262278,1,25,3,260990,"245919.63","2025-12-28 22:20:01.697817+00","2025-12-28 22:20:01.697817+00","2025-12-28 22:20:01.697817+00"
261479,1,21,41,260192,"244680.82","2025-12-26 03:50:01.549959+00","2025-12-26 03:50:01.549959+00","2025-12-26 03:50:01.549959+00"
261553,4,19,40,260266,"276278.82","2025-12-26 10:00:01.696545+00","2025-12-26 10:00:01.696545+00","2025-12-26 10:00:01.696545+00"
261627,2,13,12,260340,"342391.88","2025-12-26 16:10:01.362917+00","2025-12-26 16:10:01.362917+00","2025-12-26 16:10:01.362917+00"
261701,2,5,17,260414,"338943.18","2025-12-26 22:20:01.800404+00","2025-12-26 22:20:01.800404+00","2025-12-26 22:20:01.800404+00"
261768,1,21,41,260481,"239486.08","2025-12-27 03:55:01.649688+00","2025-12-27 03:55:01.649688+00","2025-12-27 03:55:01.649688+00"
262057,8,25,4,260769,"294210.68","2025-12-28 03:55:01.651492+00","2025-12-28 03:55:01.651492+00","2025-12-28 03:55:01.651492+00"
262131,1,25,5,260843,"239245.87","2025-12-28 10:05:02.04896+00","2025-12-28 10:05:02.04896+00","2025-12-28 10:05:02.04896+00"
262205,5,5,17,260917,"304271.44","2025-12-28 16:15:01.321994+00","2025-12-28 16:15:01.321994+00","2025-12-28 16:15:01.321994+00"
262345,5,28,10,261057,"309148.24","2025-12-29 03:55:02.012358+00","2025-12-29 03:55:02.012358+00","2025-12-29 03:55:02.012358+00"
262419,5,5,17,261131,"305208.27","2025-12-29 10:05:01.224437+00","2025-12-29 10:05:01.224437+00","2025-12-29 10:05:01.224437+00"
262493,4,7,47,261204,"267754.76","2025-12-29 16:10:01.225012+00","2025-12-29 16:10:01.225012+00","2025-12-29 16:10:01.225012+00"
262567,2,5,20,261278,"334183.84","2025-12-29 22:20:01.174241+00","2025-12-29 22:20:01.174241+00","2025-12-29 22:20:01.174241+00"
262634,5,16,22,261345,"314745.48","2025-12-30 03:55:01.677009+00","2025-12-30 03:55:01.677009+00","2025-12-30 03:55:01.677009+00"
262708,7,26,39,261419,"380853.28","2025-12-30 10:05:02.019738+00","2025-12-30 10:05:02.019738+00","2025-12-30 10:05:02.019738+00"
261842,6,16,22,260555,"789922.38","2025-12-27 10:05:02.023681+00","2025-12-27 10:05:02.023681+00","2025-12-27 10:05:02.023681+00"
261916,4,27,52,260629,"275805.55","2025-12-27 16:15:01.503644+00","2025-12-27 16:15:01.503644+00","2025-12-27 16:15:01.503644+00"
261990,1,1,33,260702,"240065.06","2025-12-27 22:20:01.377872+00","2025-12-27 22:20:01.377872+00","2025-12-27 22:20:01.377872+00"
262279,8,17,25,260991,"286616.88","2025-12-28 22:25:01.858223+00","2025-12-28 22:25:01.858223+00","2025-12-28 22:25:01.858223+00"
261480,7,8,53,260193,"392630.67","2025-12-26 03:55:01.696154+00","2025-12-26 03:55:01.696154+00","2025-12-26 03:55:01.696154+00"
261554,2,26,39,260267,"343437.05","2025-12-26 10:05:01.868443+00","2025-12-26 10:05:01.868443+00","2025-12-26 10:05:01.868443+00"
261628,5,28,6,260341,"315960.50","2025-12-26 16:15:01.526533+00","2025-12-26 16:15:01.526533+00","2025-12-26 16:15:01.526533+00"
261702,8,28,6,260415,"288313.89","2025-12-26 22:25:01.961606+00","2025-12-26 22:25:01.961606+00","2025-12-26 22:25:01.961606+00"
261769,6,16,21,260482,"765523.91","2025-12-27 04:00:01.801494+00","2025-12-27 04:00:01.801494+00","2025-12-27 04:00:01.801494+00"
262058,6,13,12,260770,"782316.82","2025-12-28 04:00:01.81228+00","2025-12-28 04:00:01.81228+00","2025-12-28 04:00:01.81228+00"
262132,8,13,14,260844,"294316.92","2025-12-28 10:10:01.177131+00","2025-12-28 10:10:01.177131+00","2025-12-28 10:10:01.177131+00"
262206,2,13,12,260918,"333713.71","2025-12-28 16:20:01.455664+00","2025-12-28 16:20:01.455664+00","2025-12-28 16:20:01.455664+00"
262346,7,6,30,261058,"386637.42","2025-12-29 04:00:01.159089+00","2025-12-29 04:00:01.159089+00","2025-12-29 04:00:01.159089+00"
262420,1,5,18,261132,"240672.73","2025-12-29 10:10:01.359051+00","2025-12-29 10:10:01.359051+00","2025-12-29 10:10:01.359051+00"
262494,1,11,36,261205,"242057.44","2025-12-29 16:15:01.37536+00","2025-12-29 16:15:01.37536+00","2025-12-29 16:15:01.37536+00"
262568,1,3,32,261279,"243312.33","2025-12-29 22:25:01.434614+00","2025-12-29 22:25:01.434614+00","2025-12-29 22:25:01.434614+00"
262635,7,22,35,261346,"381912.90","2025-12-30 04:00:01.851157+00","2025-12-30 04:00:01.851157+00","2025-12-30 04:00:01.851157+00"
262709,7,28,6,261420,"382976.33","2025-12-30 10:10:01.156955+00","2025-12-30 10:10:01.156955+00","2025-12-30 10:10:01.156955+00"
261843,5,28,9,260556,"306623.95","2025-12-27 10:10:01.157582+00","2025-12-27 10:10:01.157582+00","2025-12-27 10:10:01.157582+00"
261917,3,21,41,260630,"479571.24","2025-12-27 16:20:01.656873+00","2025-12-27 16:20:01.656873+00","2025-12-27 16:20:01.656873+00"
261991,1,12,48,260703,"238937.10","2025-12-27 22:25:01.521132+00","2025-12-27 22:25:01.521132+00","2025-12-27 22:25:01.521132+00"
262280,7,27,52,260992,"387042.25","2025-12-28 22:30:02.019033+00","2025-12-28 22:30:02.019033+00","2025-12-28 22:30:02.019033+00"
261481,2,22,35,260194,"341259.25","2025-12-26 04:00:01.87199+00","2025-12-26 04:00:01.87199+00","2025-12-26 04:00:01.87199+00"
261555,2,28,7,260268,"342983.22","2025-12-26 10:10:02.073147+00","2025-12-26 10:10:02.073147+00","2025-12-26 10:10:02.073147+00"
261629,2,26,39,260342,"335089.09","2025-12-26 16:20:01.662321+00","2025-12-26 16:20:01.662321+00","2025-12-26 16:20:01.662321+00"
261703,7,25,5,260416,"390862.05","2025-12-26 22:30:02.120883+00","2025-12-26 22:30:02.120883+00","2025-12-26 22:30:02.120883+00"
261770,5,13,12,260483,"314312.12","2025-12-27 04:05:01.96802+00","2025-12-27 04:05:01.96802+00","2025-12-27 04:05:01.96802+00"
262059,5,13,12,260771,"313430.27","2025-12-28 04:05:01.996348+00","2025-12-28 04:05:01.996348+00","2025-12-28 04:05:01.996348+00"
262133,2,15,38,260845,"345155.17","2025-12-28 10:15:01.301542+00","2025-12-28 10:15:01.301542+00","2025-12-28 10:15:01.301542+00"
262207,5,5,17,260919,"308739.66","2025-12-28 16:25:01.602998+00","2025-12-28 16:25:01.602998+00","2025-12-28 16:25:01.602998+00"
262347,5,22,35,261059,"308192.44","2025-12-29 04:05:01.306555+00","2025-12-29 04:05:01.306555+00","2025-12-29 04:05:01.306555+00"
262421,2,5,19,261133,"341659.42","2025-12-29 10:15:01.4892+00","2025-12-29 10:15:01.4892+00","2025-12-29 10:15:01.4892+00"
262495,5,4,43,261206,"311396.56","2025-12-29 16:20:01.525199+00","2025-12-29 16:20:01.525199+00","2025-12-29 16:20:01.525199+00"
262569,2,13,15,261280,"335976.30","2025-12-29 22:30:01.572734+00","2025-12-29 22:30:01.572734+00","2025-12-29 22:30:01.572734+00"
262636,7,21,41,261347,"385165.93","2025-12-30 04:05:02.049391+00","2025-12-30 04:05:02.049391+00","2025-12-30 04:05:02.049391+00"
262710,8,29,42,261421,"287877.99","2025-12-30 10:15:01.300559+00","2025-12-30 10:15:01.300559+00","2025-12-30 10:15:01.300559+00"
261844,3,15,38,260557,"491643.59","2025-12-27 10:15:01.296933+00","2025-12-27 10:15:01.296933+00","2025-12-27 10:15:01.296933+00"
261918,5,14,45,260631,"315582.87","2025-12-27 16:25:01.820211+00","2025-12-27 16:25:01.820211+00","2025-12-27 16:25:01.820211+00"
261992,4,15,38,260704,"276606.55","2025-12-27 22:30:01.598303+00","2025-12-27 22:30:01.598303+00","2025-12-27 22:30:01.598303+00"
262281,5,25,4,260993,"308641.09","2025-12-28 22:35:01.947034+00","2025-12-28 22:35:01.947034+00","2025-12-28 22:35:01.947034+00"
261482,4,28,9,260195,"273034.17","2025-12-26 04:05:02.051706+00","2025-12-26 04:05:02.051706+00","2025-12-26 04:05:02.051706+00"
261556,6,13,13,260269,"762577.17","2025-12-26 10:15:01.227978+00","2025-12-26 10:15:01.227978+00","2025-12-26 10:15:01.227978+00"
261630,8,2,46,260343,"286357.91","2025-12-26 16:25:01.833966+00","2025-12-26 16:25:01.833966+00","2025-12-26 16:25:01.833966+00"
261704,5,5,19,260417,"310435.95","2025-12-26 22:35:01.251307+00","2025-12-26 22:35:01.251307+00","2025-12-26 22:35:01.251307+00"
261771,5,4,43,260484,"305696.83","2025-12-27 04:10:02.161585+00","2025-12-27 04:10:02.161585+00","2025-12-27 04:10:02.161585+00"
262060,1,18,51,260772,"247482.58","2025-12-28 04:10:01.131931+00","2025-12-28 04:10:01.131931+00","2025-12-28 04:10:01.131931+00"
262134,1,17,26,260846,"240370.58","2025-12-28 10:20:01.441199+00","2025-12-28 10:20:01.441199+00","2025-12-28 10:20:01.441199+00"
262208,7,5,18,260920,"391529.93","2025-12-28 16:30:01.747425+00","2025-12-28 16:30:01.747425+00","2025-12-28 16:30:01.747425+00"
262348,4,24,49,261060,"269378.50","2025-12-29 04:10:01.449771+00","2025-12-29 04:10:01.449771+00","2025-12-29 04:10:01.449771+00"
262422,5,19,40,261134,"315546.56","2025-12-29 10:20:01.622659+00","2025-12-29 10:20:01.622659+00","2025-12-29 10:20:01.622659+00"
262496,8,28,7,261207,"289309.70","2025-12-29 16:25:01.673173+00","2025-12-29 16:25:01.673173+00","2025-12-29 16:25:01.673173+00"
262570,1,7,47,261281,"242300.45","2025-12-29 22:35:01.716591+00","2025-12-29 22:35:01.716591+00","2025-12-29 22:35:01.716591+00"
262637,2,29,42,261348,"339770.71","2025-12-30 04:10:01.197409+00","2025-12-30 04:10:01.197409+00","2025-12-30 04:10:01.197409+00"
262711,7,24,49,261422,"389772.59","2025-12-30 10:20:01.436525+00","2025-12-30 10:20:01.436525+00","2025-12-30 10:20:01.436525+00"
261845,4,8,53,260558,"273901.81","2025-12-27 10:20:01.473176+00","2025-12-27 10:20:01.473176+00","2025-12-27 10:20:01.473176+00"
261919,7,10,44,260632,"388817.53","2025-12-27 16:30:01.903701+00","2025-12-27 16:30:01.903701+00","2025-12-27 16:30:01.903701+00"
261993,1,15,38,260705,"241754.07","2025-12-27 22:35:01.791146+00","2025-12-27 22:35:01.791146+00","2025-12-27 22:35:01.791146+00"
262282,2,25,3,260994,"341543.53","2025-12-28 22:40:02.141296+00","2025-12-28 22:40:02.141296+00","2025-12-28 22:40:02.141296+00"
261483,1,5,18,260196,"241953.14","2025-12-26 04:10:01.182023+00","2025-12-26 04:10:01.182023+00","2025-12-26 04:10:01.182023+00"
261557,4,16,22,260270,"266875.14","2025-12-26 10:20:01.358096+00","2025-12-26 10:20:01.358096+00","2025-12-26 10:20:01.358096+00"
261631,1,15,38,260344,"244981.94","2025-12-26 16:30:01.990725+00","2025-12-26 16:30:01.990725+00","2025-12-26 16:30:01.990725+00"
261705,2,5,18,260418,"335473.08","2025-12-26 22:40:01.394927+00","2025-12-26 22:40:01.394927+00","2025-12-26 22:40:01.394927+00"
261772,7,25,4,260485,"392706.09","2025-12-27 04:15:01.287092+00","2025-12-27 04:15:01.287092+00","2025-12-27 04:15:01.287092+00"
262061,5,26,39,260773,"304351.34","2025-12-28 04:15:01.260244+00","2025-12-28 04:15:01.260244+00","2025-12-28 04:15:01.260244+00"
262135,8,13,15,260847,"285967.79","2025-12-28 10:25:01.584935+00","2025-12-28 10:25:01.584935+00","2025-12-28 10:25:01.584935+00"
262209,4,8,53,260921,"270968.55","2025-12-28 16:35:01.694302+00","2025-12-28 16:35:01.694302+00","2025-12-28 16:35:01.694302+00"
262349,5,26,39,261061,"316101.81","2025-12-29 04:15:01.611414+00","2025-12-29 04:15:01.611414+00","2025-12-29 04:15:01.611414+00"
262423,2,29,42,261135,"336847.91","2025-12-29 10:25:01.885611+00","2025-12-29 10:25:01.885611+00","2025-12-29 10:25:01.885611+00"
262497,5,14,45,261208,"312049.46","2025-12-29 16:30:01.83547+00","2025-12-29 16:30:01.83547+00","2025-12-29 16:30:01.83547+00"
262571,3,11,36,261282,"490288.94","2025-12-29 22:40:01.88808+00","2025-12-29 22:40:01.88808+00","2025-12-29 22:40:01.88808+00"
262638,8,12,48,261349,"289467.28","2025-12-30 04:15:01.330234+00","2025-12-30 04:15:01.330234+00","2025-12-30 04:15:01.330234+00"
262712,5,29,42,261423,"309336.56","2025-12-30 10:25:01.585292+00","2025-12-30 10:25:01.585292+00","2025-12-30 10:25:01.585292+00"
261846,1,13,15,260559,"245714.53","2025-12-27 10:25:01.634394+00","2025-12-27 10:25:01.634394+00","2025-12-27 10:25:01.634394+00"
261920,1,25,4,260633,"243173.37","2025-12-27 16:35:02.090676+00","2025-12-27 16:35:02.090676+00","2025-12-27 16:35:02.090676+00"
261994,2,13,12,260706,"341493.21","2025-12-27 22:40:01.946051+00","2025-12-27 22:40:01.946051+00","2025-12-27 22:40:01.946051+00"
262283,2,24,49,260995,"335421.32","2025-12-28 22:45:01.335786+00","2025-12-28 22:45:01.335786+00","2025-12-28 22:45:01.335786+00"
261484,8,2,46,260197,"294496.17","2025-12-26 04:15:01.299273+00","2025-12-26 04:15:01.299273+00","2025-12-26 04:15:01.299273+00"
261558,7,2,46,260271,"380074.09","2025-12-26 10:25:01.642355+00","2025-12-26 10:25:01.642355+00","2025-12-26 10:25:01.642355+00"
261632,3,12,48,260345,"491767.20","2025-12-26 16:35:01.893986+00","2025-12-26 16:35:01.893986+00","2025-12-26 16:35:01.893986+00"
261706,4,11,36,260419,"275738.76","2025-12-26 22:45:01.539137+00","2025-12-26 22:45:01.539137+00","2025-12-26 22:45:01.539137+00"
261773,5,21,41,260486,"305953.26","2025-12-27 04:20:01.419986+00","2025-12-27 04:20:01.419986+00","2025-12-27 04:20:01.419986+00"
262062,1,13,14,260774,"244902.65","2025-12-28 04:20:01.39467+00","2025-12-28 04:20:01.39467+00","2025-12-28 04:20:01.39467+00"
262136,2,29,42,260848,"339640.26","2025-12-28 10:30:01.64505+00","2025-12-28 10:30:01.64505+00","2025-12-28 10:30:01.64505+00"
262210,2,2,46,260922,"339187.01","2025-12-28 16:40:01.833555+00","2025-12-28 16:40:01.833555+00","2025-12-28 16:40:01.833555+00"
262350,6,28,7,261062,"774715.30","2025-12-29 04:20:01.751504+00","2025-12-29 04:20:01.751504+00","2025-12-29 04:20:01.751504+00"
262424,5,14,45,261136,"309191.63","2025-12-29 10:30:02.057542+00","2025-12-29 10:30:02.057542+00","2025-12-29 10:30:02.057542+00"
262498,5,20,50,261209,"308994.90","2025-12-29 16:35:01.738934+00","2025-12-29 16:35:01.738934+00","2025-12-29 16:35:01.738934+00"
262572,5,19,40,261283,"316545.66","2025-12-29 22:45:02.070909+00","2025-12-29 22:45:02.070909+00","2025-12-29 22:45:02.070909+00"
262639,8,18,51,261350,"294511.96","2025-12-30 04:20:01.469607+00","2025-12-30 04:20:01.469607+00","2025-12-30 04:20:01.469607+00"
262713,8,5,17,261424,"288185.59","2025-12-30 10:30:01.661994+00","2025-12-30 10:30:01.661994+00","2025-12-30 10:30:01.661994+00"
261847,1,28,10,260560,"243682.20","2025-12-27 10:30:01.631362+00","2025-12-27 10:30:01.631362+00","2025-12-27 10:30:01.631362+00"
261921,1,25,3,260634,"247286.26","2025-12-27 16:40:01.217922+00","2025-12-27 16:40:01.217922+00","2025-12-27 16:40:01.217922+00"
261995,1,26,39,260707,"245990.37","2025-12-27 22:45:02.115526+00","2025-12-27 22:45:02.115526+00","2025-12-27 22:45:02.115526+00"
262284,6,19,40,260996,"762689.82","2025-12-28 22:50:01.4648+00","2025-12-28 22:50:01.4648+00","2025-12-28 22:50:01.4648+00"
261485,4,4,43,260198,"271257.85","2025-12-26 04:20:01.434653+00","2025-12-26 04:20:01.434653+00","2025-12-26 04:20:01.434653+00"
261559,1,24,49,260272,"241899.75","2025-12-26 10:30:01.789614+00","2025-12-26 10:30:01.789614+00","2025-12-26 10:30:01.789614+00"
261633,1,14,45,260346,"244828.58","2025-12-26 16:40:02.08311+00","2025-12-26 16:40:02.08311+00","2025-12-26 16:40:02.08311+00"
261707,5,25,5,260420,"307380.63","2025-12-26 22:50:01.702287+00","2025-12-26 22:50:01.702287+00","2025-12-26 22:50:01.702287+00"
261774,3,6,30,260487,"494981.17","2025-12-27 04:25:01.654411+00","2025-12-27 04:25:01.654411+00","2025-12-27 04:25:01.654411+00"
262063,8,13,14,260775,"286805.83","2025-12-28 04:25:01.623042+00","2025-12-28 04:25:01.623042+00","2025-12-28 04:25:01.623042+00"
262137,6,13,14,260849,"777643.08","2025-12-28 10:35:01.794202+00","2025-12-28 10:35:01.794202+00","2025-12-28 10:35:01.794202+00"
262211,7,13,11,260923,"383488.85","2025-12-28 16:45:01.985949+00","2025-12-28 16:45:01.985949+00","2025-12-28 16:45:01.985949+00"
262351,6,7,47,261063,"765837.41","2025-12-29 04:25:01.914429+00","2025-12-29 04:25:01.914429+00","2025-12-29 04:25:01.914429+00"
262425,3,16,22,261137,"480878.53","2025-12-29 10:35:01.208857+00","2025-12-29 10:35:01.208857+00","2025-12-29 10:35:01.208857+00"
262499,8,25,2,261210,"295585.65","2025-12-29 16:40:01.900098+00","2025-12-29 16:40:01.900098+00","2025-12-29 16:40:01.900098+00"
262573,8,4,43,261284,"289038.21","2025-12-29 22:50:01.198856+00","2025-12-29 22:50:01.198856+00","2025-12-29 22:50:01.198856+00"
262640,4,12,48,261351,"267615.68","2025-12-30 04:25:01.692699+00","2025-12-30 04:25:01.692699+00","2025-12-30 04:25:01.692699+00"
262714,1,26,39,261425,"240789.77","2025-12-30 10:35:01.811911+00","2025-12-30 10:35:01.811911+00","2025-12-30 10:35:01.811911+00"
261848,7,27,52,260561,"392504.59","2025-12-27 10:35:01.781888+00","2025-12-27 10:35:01.781888+00","2025-12-27 10:35:01.781888+00"
261922,8,7,47,260635,"290885.59","2025-12-27 16:45:01.357136+00","2025-12-27 16:45:01.357136+00","2025-12-27 16:45:01.357136+00"
261996,3,28,7,260708,"478667.17","2025-12-27 22:50:01.241038+00","2025-12-27 22:50:01.241038+00","2025-12-27 22:50:01.241038+00"
262285,1,13,12,260997,"242585.77","2025-12-28 22:55:01.6147+00","2025-12-28 22:55:01.6147+00","2025-12-28 22:55:01.6147+00"
261486,4,6,28,260199,"267637.48","2025-12-26 04:25:01.580629+00","2025-12-26 04:25:01.580629+00","2025-12-26 04:25:01.580629+00"
261560,4,22,35,260273,"271563.48","2025-12-26 10:35:01.959688+00","2025-12-26 10:35:01.959688+00","2025-12-26 10:35:01.959688+00"
261634,1,7,47,260347,"241742.45","2025-12-26 16:45:01.265216+00","2025-12-26 16:45:01.265216+00","2025-12-26 16:45:01.265216+00"
261708,1,25,5,260421,"245012.14","2025-12-26 22:55:01.876199+00","2025-12-26 22:55:01.876199+00","2025-12-26 22:55:01.876199+00"
261775,5,13,11,260488,"313050.36","2025-12-27 04:30:01.820664+00","2025-12-27 04:30:01.820664+00","2025-12-27 04:30:01.820664+00"
262064,5,11,36,260776,"312913.36","2025-12-28 04:30:01.776861+00","2025-12-28 04:30:01.776861+00","2025-12-28 04:30:01.776861+00"
262138,2,24,49,260850,"334018.32","2025-12-28 10:40:01.967249+00","2025-12-28 10:40:01.967249+00","2025-12-28 10:40:01.967249+00"
262212,7,13,11,260924,"384464.82","2025-12-28 16:50:01.113617+00","2025-12-28 16:50:01.113617+00","2025-12-28 16:50:01.113617+00"
262352,8,25,4,261064,"285804.51","2025-12-29 04:30:02.038332+00","2025-12-29 04:30:02.038332+00","2025-12-29 04:30:02.038332+00"
262426,8,2,46,261138,"288990.79","2025-12-29 10:40:01.340539+00","2025-12-29 10:40:01.340539+00","2025-12-29 10:40:01.340539+00"
262500,5,22,35,261211,"311461.40","2025-12-29 16:45:02.076585+00","2025-12-29 16:45:02.076585+00","2025-12-29 16:45:02.076585+00"
262574,8,6,29,261285,"294210.59","2025-12-29 22:55:01.33944+00","2025-12-29 22:55:01.33944+00","2025-12-29 22:55:01.33944+00"
262641,7,25,5,261352,"382608.01","2025-12-30 04:30:01.844987+00","2025-12-30 04:30:01.844987+00","2025-12-30 04:30:01.844987+00"
262715,4,25,2,261426,"276612.92","2025-12-30 10:40:01.969357+00","2025-12-30 10:40:01.969357+00","2025-12-30 10:40:01.969357+00"
261849,1,27,52,260562,"239990.88","2025-12-27 10:40:01.927233+00","2025-12-27 10:40:01.927233+00","2025-12-27 10:40:01.927233+00"
261923,3,4,43,260636,"477060.12","2025-12-27 16:50:01.497555+00","2025-12-27 16:50:01.497555+00","2025-12-27 16:50:01.497555+00"
261997,5,20,50,260709,"307547.62","2025-12-27 22:55:01.387276+00","2025-12-27 22:55:01.387276+00","2025-12-27 22:55:01.387276+00"
262286,2,8,53,260998,"338606.87","2025-12-28 23:00:01.78165+00","2025-12-28 23:00:01.78165+00","2025-12-28 23:00:01.78165+00"
261487,5,21,41,260200,"311525.76","2025-12-26 04:30:01.639552+00","2025-12-26 04:30:01.639552+00","2025-12-26 04:30:01.639552+00"
261561,4,27,52,260274,"276921.64","2025-12-26 10:40:02.176973+00","2025-12-26 10:40:02.176973+00","2025-12-26 10:40:02.176973+00"
261635,8,18,51,260348,"289718.43","2025-12-26 16:50:01.397839+00","2025-12-26 16:50:01.397839+00","2025-12-26 16:50:01.397839+00"
261709,5,22,35,260422,"314126.59","2025-12-26 23:00:02.084072+00","2025-12-26 23:00:02.084072+00","2025-12-26 23:00:02.084072+00"
261776,1,20,50,260489,"247462.46","2025-12-27 04:35:01.981375+00","2025-12-27 04:35:01.981375+00","2025-12-27 04:35:01.981375+00"
262065,2,28,9,260777,"338472.04","2025-12-28 04:35:01.9381+00","2025-12-28 04:35:01.9381+00","2025-12-28 04:35:01.9381+00"
262139,5,16,22,260851,"315886.15","2025-12-28 10:45:01.103435+00","2025-12-28 10:45:01.103435+00","2025-12-28 10:45:01.103435+00"
262213,7,14,45,260925,"393778.63","2025-12-28 16:55:01.252478+00","2025-12-28 16:55:01.252478+00","2025-12-28 16:55:01.252478+00"
262353,1,28,10,261065,"246667.53","2025-12-29 04:35:01.174772+00","2025-12-29 04:35:01.174772+00","2025-12-29 04:35:01.174772+00"
262427,1,20,50,261139,"244226.35","2025-12-29 10:45:01.479997+00","2025-12-29 10:45:01.479997+00","2025-12-29 10:45:01.479997+00"
262501,3,6,28,261212,"493914.91","2025-12-29 16:50:01.214791+00","2025-12-29 16:50:01.214791+00","2025-12-29 16:50:01.214791+00"
262575,1,22,35,261286,"246404.04","2025-12-29 23:00:01.480648+00","2025-12-29 23:00:01.480648+00","2025-12-29 23:00:01.480648+00"
262642,6,13,13,261353,"761777.39","2025-12-30 04:35:01.999133+00","2025-12-30 04:35:01.999133+00","2025-12-30 04:35:01.999133+00"
262716,1,13,12,261427,"239952.72","2025-12-30 10:45:02.176373+00","2025-12-30 10:45:02.176373+00","2025-12-30 10:45:02.176373+00"
261850,2,18,51,260563,"344298.76","2025-12-27 10:45:02.107139+00","2025-12-27 10:45:02.107139+00","2025-12-27 10:45:02.107139+00"
261924,5,5,16,260637,"316008.25","2025-12-27 16:55:01.645262+00","2025-12-27 16:55:01.645262+00","2025-12-27 16:55:01.645262+00"
261998,4,28,7,260710,"268781.00","2025-12-27 23:00:01.535573+00","2025-12-27 23:00:01.535573+00","2025-12-27 23:00:01.535573+00"
262287,5,23,31,260999,"314259.34","2025-12-28 23:05:01.958597+00","2025-12-28 23:05:01.958597+00","2025-12-28 23:05:01.958597+00"
261488,2,27,52,260201,"344961.03","2025-12-26 04:35:01.788113+00","2025-12-26 04:35:01.788113+00","2025-12-26 04:35:01.788113+00"
261562,6,8,53,260275,"791451.97","2025-12-26 10:45:01.335598+00","2025-12-26 10:45:01.335598+00","2025-12-26 10:45:01.335598+00"
261636,3,28,10,260349,"480048.02","2025-12-26 16:55:01.549105+00","2025-12-26 16:55:01.549105+00","2025-12-26 16:55:01.549105+00"
261710,3,2,46,260423,"480463.84","2025-12-26 23:05:01.217298+00","2025-12-26 23:05:01.217298+00","2025-12-26 23:05:01.217298+00"
261777,4,9,37,260490,"275195.70","2025-12-27 04:40:01.115683+00","2025-12-27 04:40:01.115683+00","2025-12-27 04:40:01.115683+00"
262066,5,16,22,260778,"315997.81","2025-12-28 04:40:02.139768+00","2025-12-28 04:40:02.139768+00","2025-12-28 04:40:02.139768+00"
262140,8,1,34,260852,"296693.12","2025-12-28 10:50:01.219357+00","2025-12-28 10:50:01.219357+00","2025-12-28 10:50:01.219357+00"
